protein_ids	12500amol_r1	12500amol_r2	12500amol_r3	125amol_r1	125amol_r2	125amol_r3	25000amol_r1	25000amol_r2	25000amol_r3	2500amol_r1	2500amol_r2	2500amol_r3	250amol_r1	250amol_r2	250amol_r3	50000amol_r1	50000amol_r2	50000amol_r3	5000amol_r1	5000amol_r2	5000amol_r3	500amol_r1	500amol_r2	500amol_r3	50amol_r1	50amol_r2	50amol_r3
sp|P38221|CDS1_YEAST	60336000	54254000	61729000	67350000	67431000	64958000	51937000	66997000	64142000	64680000	61495000	63809000	66891000	64413000	64363000	61618000	59598000	42639000	77297000	58846000	62478000	63642000	64402000	63912000	57863000	61462000	65727000
sp|P38235|YBQ3_YEAST	0	3843300	5267500	4281800	5246500	5425700	6424700	0	4639100	5718800	5967600	6262000	5462700	5911000	6668100	5979200	0	5413900	5940500	6484500	0	5355800	5103500	5545000	4488000	3717900	5158700
sp|P38248|ECM33_YEAST	40313000	37073000	35158000	33954000	33657000	36170000	37052000	39186000	38128000	33672000	37732000	34475000	37728000	37910000	39659000	31669000	35771000	31237000	38705000	37774000	37196000	36637000	33653000	35130000	30115000	29790000	32051000
sp|P38249|EIF3A_YEAST	112130000	111650000	105560000	106770000	105610000	113100000	105630000	105310000	109750000	115770000	118320000	112840000	100140000	109580000	101650000	91936000	91449000	93268000	114020000	113350000	108130000	99838000	115370000	112170000	94653000	88468000	92663000
sp|P38250|IST2_YEAST	2424000	2361300	2466600	1793100	1556900	1472100	2655800	3330500	3466100	2469800	2625800	2975400	1831500	2177600	2085900	2202600	3305600	2364800	1656400	2446100	2107700	1458200	1646600	1996300	1734500	1571900	1202800
sp|P38260|FES1_YEAST	9784200	9890000	7752700	8084300	9801500	6727100	9374500	11625000	10903000	14502000	9542900	9811900	11900000	8951600	8876500	10293000	7996100	10093000	9470900	9938500	12297000	11102000	11061000	12841000	8456600	8233000	9483000
sp|P38264|PHO88_YEAST	16503000	17472000	13448000	15055000	12899000	14506000	15552000	17577000	17247000	19592000	20156000	18375000	18700000	18623000	18166000	12494000	14709000	14239000	20109000	21097000	17944000	10706000	14889000	16734000	10622000	12599000	13493000
sp|P38281|APD1_YEAST	19800000	19167000	22721000	18717000	19909000	18683000	17064000	16082000	18470000	21076000	21099000	19617000	19793000	22700000	19701000	18296000	17488000	13834000	23019000	18893000	17608000	20111000	20448000	21891000	26380000	25451000	24137000
sp|P38288|TOS1_YEAST	5025900	5758800	6009600	6992300	6198800	6715800	5898700	5067300	6288800	7307900	5999800	6770100	6097200	5648700	5178900	5707700	5978700	0	5336900	6657100	5519700	6363500	6562000	7757000	5552800	6133900	5859900
sp|P38295|MCFS2_YEAST	11812000	9301700	11235000	12271000	9717500	11315000	10958000	11844000	11279000	11525000	13256000	11182000	9560700	9862800	11153000	9265600	8656600	9023600	12680000	9042200	11640000	10070000	10375000	10308000	10314000	11198000	11872000
sp|P38328|ARPC1_YEAST	33427000	41632000	41258000	35546000	35881000	35357000	34274000	33548000	36709000	39933000	39267000	41375000	39786000	41727000	45363000	37653000	33797000	34706000	35476000	31661000	43794000	43283000	40824000	45651000	38794000	41502000	41302000
sp|P38345|SDHF4_YEAST	2222900	2212400	1925300	1980000	1727400	2706500	2371300	2304800	0	2332000	1962600	2562400	1936100	2101100	0	1975700	2250100	0	1966800	2092200	2258600	2408500	2374800	2292900	1656900	2034800	2039800
sp|P38426|TPS3_YEAST	17898000	15095000	18015000	18738000	14375000	17787000	16019000	15506000	17292000	17943000	15222000	16464000	19452000	12872000	15839000	15270000	15415000	13853000	17954000	18458000	16045000	16555000	18013000	14824000	12360000	15406000	21300000
sp|P38427|TSL1_YEAST	11028000	9104800	10565000	14843000	18136000	13762000	10650000	13500000	14334000	12842000	10607000	11199000	12429000	13103000	11315000	11234000	9470100	10324000	9997500	12186000	9127700	10928000	10895000	9129100	10091000	9779300	13044000
sp|P38431|IF5_YEAST	75133000	72658000	71415000	73763000	71867000	73046000	63596000	66273000	64741000	69988000	73094000	72284000	71119000	75126000	72576000	63822000	60560000	60530000	71848000	68406000	68857000	68452000	73397000	70013000	62897000	70083000	73090000
sp|P38555|YPT31_YEAST;sp|P51996|YPT32_YEAST	17848000	20474000	20531000	13640000	21062000	19653000	20583000	21530000	17298000	24591000	22488000	18961000	19922000	19448000	18495000	19323000	15512000	16950000	18930000	22553000	17187000	18436000	20027000	21960000	15341000	19157000	19576000
sp|P38616|YGP1_YEAST	27386000	34867000	34232000	29230000	30633000	31993000	29662000	27565000	31076000	33657000	26240000	27712000	29537000	28714000	26454000	28894000	28019000	32181000	35259000	30410000	31840000	24229000	29219000	26956000	47762000	26510000	25558000
sp|P38624|PSB1_YEAST	10239000	15334000	12401000	12928000	11647000	11966000	12889000	14133000	14193000	12493000	15217000	14584000	12805000	13709000	11778000	13623000	14766000	13438000	12056000	14042000	10899000	14341000	13559000	13440000	13100000	11466000	12299000
sp|P38625|GUAA_YEAST	74975000	71589000	73520000	69136000	71846000	72677000	65846000	75915000	76878000	78392000	79373000	69616000	72752000	71239000	63746000	66669000	69433000	65539000	74978000	77212000	75548000	74621000	77316000	76144000	58460000	64693000	65806000
sp|P38627|URA8_YEAST	31592000	29284000	29513000	31104000	23218000	34092000	28343000	30795000	21736000	27344000	27251000	26573000	33212000	32571000	28749000	20535000	20836000	28683000	27820000	26544000	28579000	30120000	24263000	28238000	45216000	40712000	33430000
sp|P38628|AGM1_YEAST	72639000	65356000	64582000	68230000	79869000	68085000	65157000	63454000	72051000	63056000	70065000	69670000	59584000	70847000	72543000	99133000	77228000	71669000	70917000	59646000	72565000	62846000	59358000	73724000	68261000	85904000	69569000
sp|P38629|RFC3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1243300	0	1209600	0	0	0	0	0	0	0	0	1317100	1647300	1595600	1404800
sp|P38631|FKS1_YEAST	9674400	5722900	13321000	10224000	10378000	10604000	5527100	13678000	4693600	11722000	6517300	5856000	11716000	12203000	11478000	11905000	9724000	11010000	5999800	5443700	7038400	12885000	3031500	12325000	12654000	10671000	10543000
sp|P38701|RS20_YEAST	235380000	249830000	244520000	248940000	247200000	242420000	226970000	239450000	240170000	251450000	249660000	251150000	244180000	238470000	225780000	220720000	229420000	248980000	253680000	247610000	256020000	238120000	247060000	247330000	228940000	239520000	236200000
sp|P38708|YHI0_YEAST	160210000	160880000	146320000	167580000	155100000	147460000	146650000	139740000	128620000	172020000	167830000	165280000	170880000	160460000	152050000	140700000	136490000	126740000	180910000	164510000	181030000	163370000	165970000	171000000	136430000	126980000	131210000
sp|P38715|GRE3_YEAST	114170000	106450000	112120000	109900000	124500000	126110000	112640000	105300000	112010000	119260000	127340000	115640000	116630000	122110000	113520000	111860000	110800000	111630000	114950000	121220000	122130000	123460000	115270000	115320000	94332000	101960000	105700000
sp|P38716|YHR2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4997400
sp|P38720|6PGD1_YEAST;sp|P53319|6PGD2_YEAST	1294700000	1307900000	1341900000	1392000000	1406200000	1366000000	1251800000	1153400000	1184500000	1320000000	1345600000	1348800000	1308900000	1374100000	1364800000	1234100000	1215800000	1226700000	1363700000	1319300000	1313800000	1322400000	1337200000	1310600000	1454400000	1453800000	1472900000
sp|P38755|OSH7_YEAST;sp|Q02201|OSH6_YEAST	5196500	6759700	6384300	5109800	6470100	4810300	5239500	5360600	5295200	6136400	4892000	5456900	5630100	6067400	5271800	4660600	4252300	4525400	8411900	6283000	4902200	7908100	7124300	4550100	4764000	5257100	4862100
sp|P38758|TDA3_YEAST	0	5684200	6349800	7590000	4590600	5740200	4612800	4967100	5692000	5227700	5372200	5368500	5828900	5892900	6345700	5220600	0	0	5541500	6035800	5122600	6285100	6213500	6331800	0	5527800	5711900
sp|P38760|MIP6_YEAST	11790000	12468000	12961000	12026000	11098000	8874200	12443000	16268000	17626000	8523200	9055900	10373000	9409000	11300000	12488000	17243000	15285000	14044000	8997200	9226300	10496000	11355000	11396000	11593000	14514000	12979000	13057000
sp|P38764|RPN1_YEAST	66450000	71637000	68862000	66240000	71646000	68487000	74446000	80225000	76645000	70336000	68405000	70143000	63582000	71405000	74777000	64438000	70793000	75670000	64756000	76004000	68035000	66905000	70820000	74092000	63658000	68787000	71450000
sp|P38765|YHI9_YEAST	11573000	12101000	10189000	16086000	14130000	12685000	10242000	13458000	15352000	15288000	10840000	13588000	11542000	13484000	10534000	14016000	14537000	10637000	12304000	14896000	14847000	14041000	11535000	14959000	9077600	12619000	12513000
sp|P38773|DOG2_YEAST;sp|P38774|DOG1_YEAST	16548000	21037000	17665000	14549000	16432000	13304000	14132000	16468000	14858000	15947000	16276000	15029000	13371000	13985000	14449000	16188000	14735000	12323000	16262000	16762000	20203000	14820000	14716000	15709000	16572000	15356000	13810000
sp|P38777|FSH1_YEAST	15376000	14415000	19047000	7070700	15625000	12899000	16005000	13880000	12272000	13308000	12462000	15138000	13472000	13163000	14286000	11757000	14406000	12180000	13366000	11003000	13223000	12284000	10482000	15744000	20479000	20540000	15130000
sp|P38787|PANE_YEAST	15002000	13829000	12632000	15961000	13524000	14989000	17101000	13122000	17303000	13845000	13845000	17675000	15350000	12431000	13938000	12961000	12171000	13875000	14508000	13941000	13664000	15031000	16687000	15695000	14478000	11808000	13262000
sp|P38788|SSZ1_YEAST	484460000	453020000	458720000	441760000	445440000	455910000	475070000	459290000	440860000	460570000	474390000	455190000	466180000	455250000	447080000	417990000	409290000	407430000	468270000	489560000	476930000	453640000	467320000	464550000	444250000	463730000	460100000
sp|P38791|DHYS_YEAST	18487000	16041000	14654000	17884000	12424000	14015000	14780000	16923000	12965000	17216000	19044000	15407000	20682000	18084000	14292000	15091000	15884000	13476000	14924000	16135000	20881000	19730000	15530000	17542000	13489000	13596000	13036000
sp|P38795|NADE_YEAST	0	0	0	6367000	7475200	4919300	0	0	0	0	0	0	0	4004300	7275400	0	0	0	0	0	0	8053300	6506600	6815500	10077000	12715000	9809300
sp|P38804|SDO1L_YEAST	41429000	37844000	42291000	52602000	50825000	51900000	37841000	35806000	32235000	45274000	40437000	40626000	47427000	49493000	45914000	39395000	32805000	38661000	39616000	40716000	40992000	42586000	41976000	43492000	75598000	67372000	64189000
sp|P38810|SFB3_YEAST	3511300	3112200	3272300	4553000	3478200	2626000	2629900	2889100	3053300	2813100	3648800	3048400	3209800	3627100	3733600	2974800	4206000	3976800	4121200	2830500	3647900	3748400	4619800	3044500	2977700	3394000	2515600
sp|P38817|GGA2_YEAST	11444000	11982000	10814000	11467000	11610000	10631000	10420000	15067000	11118000	10686000	11893000	12348000	13191000	12192000	8793900	11332000	12159000	11328000	13169000	12939000	11803000	11450000	11119000	12091000	10622000	11006000	11364000
sp|P38836|ECM14_YEAST	10527000	9371200	9410000	11439000	11940000	13168000	11434000	11210000	9940400	13427000	10716000	11077000	10878000	13213000	6666200	9299100	8521600	10742000	11495000	11572000	9707700	10190000	10238000	12333000	9654600	11219000	9437500
sp|P38840|ARO9_YEAST	74986000	73530000	76527000	70719000	65772000	61570000	59048000	74088000	77576000	73230000	73472000	70130000	65370000	67134000	66119000	62143000	63789000	58786000	73979000	68345000	69696000	66438000	68431000	64875000	57287000	59845000	57342000
sp|P38845|CRP1_YEAST	16981000	16985000	14967000	15516000	17281000	17595000	14740000	19152000	16794000	19979000	11368000	19037000	16830000	14309000	19843000	14412000	15948000	14315000	21765000	17700000	17601000	15677000	18642000	20142000	12264000	16531000	15524000
sp|P38858|SOL3_YEAST	37228000	34521000	37897000	35038000	35734000	34334000	38233000	39679000	39242000	40726000	39553000	35987000	33326000	32387000	41541000	37036000	30180000	33592000	38418000	38648000	37763000	37351000	40259000	38160000	26098000	31357000	30536000
sp|P38879|NACA_YEAST	131410000	140670000	128870000	118430000	121560000	108650000	120400000	107590000	115020000	122470000	128720000	134550000	124690000	115460000	122140000	126580000	122280000	128250000	122320000	135480000	132820000	133920000	127170000	126750000	113860000	120540000	119410000
sp|P38880|MDM31_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P38883|RIX1_YEAST	0	0	1399100	1373200	0	0	0	0	1278900	0	1993000	1906600	0	1487600	0	1529300	1639900	1697100	0	1556700	1731800	1369400	1902400	0	1587300	1550600	0
sp|P38886|RPN10_YEAST	18274000	14435000	14477000	12735000	14244000	14301000	14051000	13291000	15978000	16491000	15054000	12277000	13565000	11298000	16340000	17072000	13965000	16987000	14287000	13048000	15465000	15691000	15084000	14381000	6283100	6840600	7722000
sp|P38891|BCA1_YEAST	165800000	165330000	159550000	165210000	153470000	160340000	153770000	153470000	142050000	167600000	164100000	167080000	163510000	165150000	163180000	133660000	123610000	126970000	164140000	160830000	164160000	156650000	168580000	159250000	148850000	158820000	167320000
sp|P38892|CRG1_YEAST	66706000	56475000	53666000	53687000	58548000	59753000	48988000	58207000	61766000	54272000	57535000	61956000	58479000	44363000	53380000	51220000	50898000	53156000	53953000	44633000	55307000	52028000	57045000	56991000	51265000	51791000	51299000
sp|P38910|CH10_YEAST	104190000	101570000	109950000	96210000	92119000	104120000	107400000	109340000	108280000	98339000	105120000	103230000	91223000	97846000	98921000	104290000	95051000	91958000	100290000	109860000	103660000	93725000	90605000	101330000	78287000	77123000	81125000
sp|P38911|FKBP3_YEAST;sp|Q06205|FKBP4_YEAST	22170000	26763000	19098000	23572000	25048000	27080000	23318000	25661000	22616000	23225000	25519000	24071000	27182000	26806000	25284000	21729000	20440000	20020000	22955000	22774000	27467000	25299000	23616000	22485000	24647000	23985000	21288000
sp|P38912|IF1A_YEAST	15853000	18385000	16626000	18943000	19419000	16503000	20077000	19747000	18577000	17687000	13921000	18724000	17809000	21012000	18142000	18924000	19665000	20384000	20748000	18840000	18344000	18625000	17520000	20961000	14453000	18592000	17899000
sp|P38934|BFR1_YEAST	116680000	110570000	109010000	111070000	116660000	114490000	106770000	109880000	117450000	116390000	116680000	121770000	111140000	108220000	105550000	117300000	112260000	112950000	108500000	113200000	112170000	103660000	108480000	111450000	110320000	112560000	111750000
sp|P38968|SEC31_YEAST	53274000	52586000	50781000	54067000	56039000	53375000	61580000	53612000	56063000	60647000	53251000	56356000	57903000	49569000	56223000	53670000	50626000	52274000	55364000	58565000	58820000	59215000	65816000	57501000	46252000	50408000	49611000
sp|P38972|PUR4_YEAST	70341000	75628000	70252000	67416000	71135000	72447000	68663000	70102000	65698000	70150000	74364000	72847000	75404000	67185000	67677000	60407000	59941000	71102000	74686000	76765000	73621000	69275000	69170000	74148000	57615000	60741000	62228000
sp|P38986|ASPG1_YEAST	4079000	4866400	5121400	4840700	6110300	3963800	3882700	4689600	5211100	4866200	4750100	5262400	6015600	4499800	5299600	4477900	4510400	4767200	5481000	5890700	5951600	4692700	5047500	5367600	0	5684800	4900900
sp|P38988|GGC1_YEAST	3366200	3488200	2918500	0	2714200	2576600	0	2755300	2433000	3447000	0	2875500	3017500	3213500	0	2687000	2286400	2598200	3321000	2986600	2785700	2834400	2857500	3577700	0	3134000	2650100
sp|P38998|LYS1_YEAST	36567000	41931000	40833000	47875000	42731000	41691000	42736000	45656000	39102000	42943000	42377000	40074000	41049000	45812000	46032000	40637000	38266000	34993000	35608000	38883000	35105000	42183000	40816000	44873000	49575000	42470000	51756000
sp|P38999|LYS9_YEAST	46733000	48677000	53625000	56541000	57485000	62952000	47005000	49247000	52820000	59292000	50170000	45294000	47467000	52299000	56896000	50707000	49453000	41625000	56282000	51946000	47390000	57900000	53351000	48784000	54922000	47039000	51518000
sp|P39013|END3_YEAST	7083900	7968400	7142300	7787000	10864000	8619100	7975800	9092200	7809700	8292600	11469000	6296100	8142800	8098100	8823500	5136600	6230600	7827800	9003500	9726800	9567600	10359000	7526400	8178300	7933600	8515800	7524100
sp|P39015|STM1_YEAST	367010000	345370000	359240000	376800000	381350000	389830000	358650000	392740000	332390000	431490000	393780000	394470000	398960000	375890000	395640000	343590000	336460000	342620000	397210000	387020000	362220000	386040000	369060000	388000000	322410000	321650000	352590000
sp|P39073|SSN3_YEAST	48302000	40607000	47147000	39257000	40821000	42992000	43408000	45369000	45746000	49046000	48880000	49679000	45097000	39611000	43392000	40296000	48569000	38209000	48663000	47304000	48707000	47374000	49457000	46948000	34936000	39701000	42568000
sp|P39076|TCPB_YEAST	7306600	6369800	7179700	4885900	5825400	5906400	5797700	7096000	6540800	6106500	6590300	6354900	5697900	5861500	7111100	6630400	5414700	6329800	7193300	6265600	7069000	7653600	7152700	5993300	5318800	5753700	5240500
sp|P39077|TCPG_YEAST	16662000	15668000	14068000	17141000	10972000	15922000	20399000	19694000	19034000	28135000	18877000	17575000	16747000	16691000	11827000	14841000	16358000	11163000	24379000	18702000	19352000	13353000	19886000	11575000	17872000	16408000	16387000
sp|P39078|TCPD_YEAST	11575000	13792000	10407000	15420000	12832000	11785000	13701000	12648000	11872000	8837800	12598000	13578000	13156000	11363000	16231000	12356000	12741000	14130000	9543400	11266000	12413000	13573000	13337000	13764000	10162000	11200000	13777000
sp|P39079|TCPZ_YEAST	31273000	37537000	39897000	33951000	35468000	36786000	38782000	44184000	47076000	27961000	28685000	30617000	30459000	31630000	31594000	51828000	53130000	53762000	30139000	34492000	32226000	30759000	31511000	17971000	31078000	34777000	29933000
